true_file_type,declared_extension,label,label_name,is_malicious,category,corruption_type
EXE,.exe,0,valid,False,executable,none
MP4,.mp4,1,corrupted,False,video,byte_flip_pos_3
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PPTX,.pptx,0,valid,False,document,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
BMP,.bmp,0,valid,False,image,none
PE,.exe,0,valid,False,executable,none
GZIP,.gz,0,valid,False,archive,none
TAR,.tar,1,corrupted,False,archive,truncated_header_keep_2
BMP,.bmp,0,valid,False,image,none
PPTX,.pptx,1,corrupted,False,document,truncated_header_keep_2
MP3,.mp3,0,valid,False,audio,none
ELF,.elf,0,valid,False,executable,none
EXE,.exe,1,corrupted,False,executable,byte_flip_pos_1
TIFF_BE,.tiff,0,valid,False,image,none
PNG,.png,0,valid,False,image,none
XML,.xml,0,valid,False,web,none
PPTX,.pptx,1,corrupted,False,document,wrong_offset_4_instead_of_0
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
PE,.exe,0,valid,False,executable,none
PNG,.png,1,corrupted,False,image,truncated_header_keep_1
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_2
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
EXE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
PE,.exe,1,corrupted,False,executable,byte_flip_pos_1
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
XLSX,.xlsx,1,corrupted,False,document,partial_overwrite_4_null
JPG,.jpg,1,corrupted,False,image,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
PNG,.png,1,corrupted,False,image,wrong_offset_4_instead_of_0
ZIP,.zip,0,valid,False,archive,none
WEBP,.webp,0,valid,False,image,none
RAR,.rar,0,valid,False,archive,none
WEBP,.webp,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
EXE,.exe,1,corrupted,False,executable,truncated_header_keep_1
TIFF,.tiff,0,valid,False,image,none
XLSX,.xlsx,0,valid,False,document,none
AVI,.avi,1,corrupted,False,video,partial_overwrite_4_null
JPEG,.jpeg,0,valid,False,image,none
PNG,.png,1,corrupted,False,image,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
AVI,.avi,1,corrupted,False,video,wrong_offset_4_instead_of_0
OGG,.ogg,1,corrupted,False,audio,partial_overwrite_4_null
MP3_ID3,.mp3,0,valid,False,audio,none
OGG,.ogg,1,corrupted,False,audio,wrong_offset_4_instead_of_0
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
OGG,.ogg,1,corrupted,False,audio,byte_flip_pos_0
MP3,.mp3,0,valid,False,audio,none
PPTX,.pptx,0,valid,False,document,none
TIFF_BE,.tiff,0,valid,False,image,none
XLSX,.xlsx,0,valid,False,document,none
EXE,.exe,0,valid,False,executable,none
BMP,.bmp,1,corrupted,False,image,byte_flip_pos_1
TIFF_BE,.tiff,0,valid,False,image,none
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
JPG,.jpg,0,valid,False,image,none
RAR5,.rar,0,valid,False,archive,none
HTML_TAG,.html,0,valid,False,web,none
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
TIFF,.tiff,1,corrupted,False,image,partial_overwrite_4_null
PPTX,.pptx,0,valid,False,document,none
PPTX,.pptx,0,valid,False,document,none
GIF,.gif,1,corrupted,False,image,truncated_header_keep_1
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_1
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
WEBP,.webp,1,corrupted,False,image,byte_flip_pos_0
TIFF_BE,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
PE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
JPG,.jpg,0,valid,False,image,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
BZIP2,.bz2,0,valid,False,archive,none
PDF,.pdf,1,corrupted,False,document,wrong_offset_4_instead_of_0
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
MP4,.mp4,1,corrupted,False,video,truncated_header_keep_1
FLAC,.flac,1,corrupted,False,audio,wrong_offset_4_instead_of_0
OGG,.ogg,1,corrupted,False,audio,truncated_header_keep_1
HTML_TAG,.html,1,corrupted,False,web,partial_overwrite_4_null
AVI,.avi,0,valid,False,video,none
RAR5,.rar,1,corrupted,False,archive,truncated_header_keep_1
HTML_TAG,.html,1,corrupted,False,web,partial_overwrite_4_null
GIF,.gif,0,valid,False,image,none
JPG,.jpg,0,valid,False,image,none
HTML,.html,0,valid,False,web,none
TAR,.tar,0,valid,False,archive,none
BMP,.bmp,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
JPEG,.jpeg,1,corrupted,False,image,truncated_header_keep_1
CLASS,.class,1,corrupted,False,executable,truncated_header_keep_1
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
GZIP,.gz,0,valid,False,archive,none
RAR5,.rar,1,corrupted,False,archive,byte_flip_pos_2
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_2
JPG,.jpg,0,valid,False,image,none
PNG,.png,1,corrupted,False,image,wrong_offset_4_instead_of_0
JPEG,.jpeg,1,corrupted,False,image,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
EXE,.exe,1,corrupted,False,executable,byte_flip_pos_0
7Z,.7z,0,valid,False,archive,none
GIF,.gif,1,corrupted,False,image,partial_overwrite_4_null
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
TIFF_BE,.tiff,0,valid,False,image,none
MP3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
EXE,.exe,1,corrupted,False,executable,byte_flip_pos_1
RAR,.rar,1,corrupted,False,archive,wrong_offset_4_instead_of_0
FLAC,.flac,0,valid,False,audio,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
AVI,.avi,0,valid,False,video,none
WEBP,.webp,0,valid,False,image,none
HTML,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
UNKNOWN,.exe,2,mismatch,False,unknown,random_bytes_unknown
RAR5,.rar,0,valid,False,archive,none
MP3,.mp3,1,corrupted,False,audio,byte_flip_pos_1
PNG,.png,1,corrupted,False,image,truncated_header_keep_2
RAR,.rar,1,corrupted,False,archive,partial_overwrite_4_null
RAR5,.rar,0,valid,False,archive,none
WAV,.wav,1,corrupted,False,audio,partial_overwrite_4_null
AVI,.avi,0,valid,False,video,none
GZIP,.gz,1,corrupted,False,archive,partial_overwrite_4_null
RAR,.rar,0,valid,False,archive,none
RAR,.rar,0,valid,False,archive,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_0
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PPTX,.pptx,0,valid,False,document,none
TIFF_BE,.tiff,0,valid,False,image,none
JPEG,.jpeg,1,corrupted,False,image,truncated_header_keep_1
RAR,.rar,1,corrupted,False,archive,byte_flip_pos_1
PDF,.pdf,0,valid,False,document,none
BZIP2,.bz2,1,corrupted,False,archive,byte_flip_pos_1
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_1
PNG,.png,1,corrupted,False,image,byte_flip_pos_2
XML,.xml,1,corrupted,False,web,wrong_offset_4_instead_of_0
TAR,.tar,0,valid,False,archive,none
JPG,.jpg,1,corrupted,False,image,byte_flip_pos_3
UNKNOWN,.png,2,mismatch,False,unknown,random_bytes_unknown
JPEG,.jpeg,1,corrupted,False,image,truncated_header_keep_1
PNG,.png,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
GIF,.gif,0,valid,False,image,none
BZIP2,.bz2,0,valid,False,archive,none
XLSX,.xlsx,0,valid,False,document,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
HTML,.html,0,valid,False,web,none
TIFF,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
WAV,.wav,0,valid,False,audio,none
WAV,.wav,1,corrupted,False,audio,partial_overwrite_4_null
FLAC,.flac,0,valid,False,audio,none
ELF,.elf,0,valid,False,executable,none
RAR,.rar,0,valid,False,archive,none
GIF,.gif,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
RAR5,.rar,0,valid,False,archive,none
BMP,.bmp,0,valid,False,image,none
OGG,.ogg,1,corrupted,False,audio,byte_flip_pos_1
TAR,.tar,0,valid,False,archive,none
ZIP,.zip,0,valid,False,archive,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
HTML,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
PPTX,.pptx,0,valid,False,document,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
MP4,.mp4,1,corrupted,False,video,partial_overwrite_4_null
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
GIF,.gif,1,corrupted,False,image,partial_overwrite_4_null
XML,.xml,0,valid,False,web,none
JPEG,.jpeg,0,valid,False,image,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
BMP,.bmp,1,corrupted,False,image,byte_flip_pos_1
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
AVI,.avi,0,valid,False,video,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
DOCX,.docx,0,valid,False,document,none
WEBP,.webp,1,corrupted,False,image,partial_overwrite_4_null
CLASS,.class,1,corrupted,False,executable,wrong_offset_4_instead_of_0
WEBP,.webp,1,corrupted,False,image,byte_flip_pos_1
GIF,.gif,1,corrupted,False,image,truncated_header_keep_1
EXE,.exe,0,valid,False,executable,none
7Z,.7z,1,corrupted,False,archive,truncated_header_keep_2
XML,.xml,1,corrupted,False,web,truncated_header_keep_1
OGG,.ogg,1,corrupted,False,audio,byte_flip_pos_3
XLSX,.xlsx,0,valid,False,document,none
AVI,.avi,0,valid,False,video,none
RAR,.rar,0,valid,False,archive,none
ZIP,.zip,0,valid,False,archive,none
7Z,.7z,0,valid,False,archive,none
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_1
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
PNG,.png,0,valid,False,image,none
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_1
AVI,.avi,0,valid,False,video,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
GIF,.gif,0,valid,False,image,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
RAR5,.rar,1,corrupted,False,archive,truncated_header_keep_1
MP3_ID3,.mp3,1,corrupted,False,audio,partial_overwrite_4_null
EXE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
RAR,.rar,1,corrupted,False,archive,partial_overwrite_4_null
JPEG,.jpeg,1,corrupted,False,image,wrong_offset_4_instead_of_0
MP4,.mp4,1,corrupted,False,video,byte_flip_pos_0
XLSX,.xlsx,0,valid,False,document,none
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
WEBP,.webp,0,valid,False,image,none
MP4,.mp4,0,valid,False,video,none
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_0
MP3,.mp3,1,corrupted,False,audio,byte_flip_pos_1
JPEG,.jpeg,1,corrupted,False,image,wrong_offset_4_instead_of_0
PDF,.pdf,1,corrupted,False,document,truncated_header_keep_2
TAR,.tar,1,corrupted,False,archive,byte_flip_pos_3
RAR5,.rar,1,corrupted,False,archive,partial_overwrite_4_null
GZIP,.gz,1,corrupted,False,archive,partial_overwrite_4_null
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
SQLITE,.sqlite,0,valid,False,database,none
HTML,.html,1,corrupted,False,web,truncated_header_keep_1
PNG,.png,1,corrupted,False,image,truncated_header_keep_1
BZIP2,.bz2,1,corrupted,False,archive,partial_overwrite_4_null
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_2
RAR,.rar,0,valid,False,archive,none
MP4,.mp4,1,corrupted,False,video,truncated_header_keep_2
RAR,.rar,1,corrupted,False,archive,partial_overwrite_4_null
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
XLSX,.xlsx,0,valid,False,document,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PPTX,.pptx,1,corrupted,False,document,partial_overwrite_4_null
MP3,.mp3,1,corrupted,False,audio,truncated_header_keep_2
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PDF,.pdf,1,corrupted,False,document,truncated_header_keep_1
EXE,.exe,1,corrupted,False,executable,truncated_header_keep_2
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_1
BMP,.bmp,0,valid,False,image,none
WAV,.wav,0,valid,False,audio,none
SQLITE,.sqlite,1,corrupted,False,database,truncated_header_keep_1
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
XML,.xml,1,corrupted,False,web,partial_overwrite_4_null
PDF,.pdf,0,valid,False,document,none
EXE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
PPTX,.pptx,1,corrupted,False,document,wrong_offset_4_instead_of_0
TIFF,.tiff,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PDF,.pdf,1,corrupted,False,document,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
MP4,.mp4,0,valid,False,video,none
ELF,.elf,1,corrupted,False,executable,truncated_header_keep_2
GZIP,.gz,0,valid,False,archive,none
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
XML,.xml,1,corrupted,False,web,byte_flip_pos_0
RAR5,.rar,0,valid,False,archive,none
OGG,.ogg,0,valid,False,audio,none
PPTX,.pptx,0,valid,False,document,none
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_2
EXE,.exe,0,valid,False,executable,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
XML,.xml,0,valid,False,web,none
WEBP,.webp,0,valid,False,image,none
MP3_ID3,.mp3,0,valid,False,audio,none
MP3,.mp3,1,corrupted,False,audio,byte_flip_pos_0
TIFF_BE,.tiff,0,valid,False,image,none
ZIP,.zip,0,valid,False,archive,none
TAR,.tar,1,corrupted,False,archive,wrong_offset_4_instead_of_257
BZIP2,.bz2,0,valid,False,archive,none
FLAC,.flac,0,valid,False,audio,none
UNKNOWN,.png,2,mismatch,False,unknown,random_bytes_unknown
TIFF_BE,.tiff,1,corrupted,False,image,truncated_header_keep_1
ELF,.elf,1,corrupted,False,executable,byte_flip_pos_2
WAV,.wav,1,corrupted,False,audio,partial_overwrite_4_null
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
WAV,.wav,0,valid,False,audio,none
ELF,.elf,1,corrupted,False,executable,partial_overwrite_4_null
WEBP,.webp,0,valid,False,image,none
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_2
OGG,.ogg,1,corrupted,False,audio,partial_overwrite_4_null
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
MP3_ID3,.mp3,0,valid,False,audio,none
HTML,.html,0,valid,False,web,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
XML,.xml,1,corrupted,False,web,wrong_offset_4_instead_of_0
PNG,.png,1,corrupted,False,image,byte_flip_pos_5
RAR,.rar,0,valid,False,archive,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
OGG,.ogg,1,corrupted,False,audio,partial_overwrite_4_null
ELF,.elf,1,corrupted,False,executable,wrong_offset_4_instead_of_0
AVI,.avi,0,valid,False,video,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
ZIP,.zip,1,corrupted,False,archive,wrong_offset_4_instead_of_0
CLASS,.class,0,valid,False,executable,none
XML,.xml,1,corrupted,False,web,partial_overwrite_4_null
SQLITE,.sqlite,1,corrupted,False,database,wrong_offset_4_instead_of_0
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
ELF,.elf,0,valid,False,executable,none
MP4,.mp4,0,valid,False,video,none
BZIP2,.bz2,1,corrupted,False,archive,truncated_header_keep_1
WAV,.wav,0,valid,False,audio,none
ELF,.elf,1,corrupted,False,executable,truncated_header_keep_1
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PDF,.pdf,0,valid,False,document,none
WEBP,.webp,1,corrupted,False,image,byte_flip_pos_3
TAR,.tar,0,valid,False,archive,none
GIF,.gif,0,valid,False,image,none
TIFF_BE,.tiff,1,corrupted,False,image,truncated_header_keep_2
7Z,.7z,1,corrupted,False,archive,wrong_offset_4_instead_of_0
GIF,.gif,1,corrupted,False,image,truncated_header_keep_1
RAR,.rar,0,valid,False,archive,none
JPEG,.jpeg,0,valid,False,image,none
PE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
ZIP,.zip,1,corrupted,False,archive,wrong_offset_4_instead_of_0
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
RAR,.rar,0,valid,False,archive,none
PNG,.png,1,corrupted,False,image,byte_flip_pos_3
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
JPEG,.jpeg,1,corrupted,False,image,truncated_header_keep_1
SQLITE,.sqlite,1,corrupted,False,database,byte_flip_pos_8
JPG,.jpg,0,valid,False,image,none
ELF,.elf,0,valid,False,executable,none
TIFF,.tiff,0,valid,False,image,none
OGG,.ogg,1,corrupted,False,audio,truncated_header_keep_2
7Z,.7z,0,valid,False,archive,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
PNG,.png,1,corrupted,False,image,truncated_header_keep_1
MP4,.mp4,0,valid,False,video,none
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
WAV,.wav,1,corrupted,False,audio,partial_overwrite_4_null
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
BMP,.bmp,1,corrupted,False,image,partial_overwrite_4_null
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
CLASS,.class,0,valid,False,executable,none
TIFF_BE,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
RAR5,.rar,0,valid,False,archive,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
JPG,.jpg,0,valid,False,image,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
EXE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
PNG,.png,1,corrupted,False,image,partial_overwrite_4_null
FLAC,.flac,0,valid,False,audio,none
TIFF,.tiff,0,valid,False,image,none
XLSX,.xlsx,0,valid,False,document,none
MP4,.mp4,1,corrupted,False,video,partial_overwrite_4_null
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
MP3_ID3,.mp3,0,valid,False,audio,none
GZIP,.gz,1,corrupted,False,archive,partial_overwrite_4_null
7Z,.7z,0,valid,False,archive,none
OGG,.ogg,1,corrupted,False,audio,partial_overwrite_4_null
OGG,.ogg,0,valid,False,audio,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
ZIP,.zip,1,corrupted,False,archive,truncated_header_keep_1
OGG,.ogg,1,corrupted,False,audio,partial_overwrite_4_null
TIFF,.tiff,0,valid,False,image,none
MP3_ID3,.mp3,1,corrupted,False,audio,byte_flip_pos_1
JPG,.jpg,0,valid,False,image,none
ZIP,.zip,1,corrupted,False,archive,byte_flip_pos_1
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_1
ZIP,.zip,0,valid,False,archive,none
OGG,.ogg,1,corrupted,False,audio,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
TAR,.tar,1,corrupted,False,archive,byte_flip_pos_1
PDF,.pdf,0,valid,False,document,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
TIFF_BE,.tiff,0,valid,False,image,none
AVI,.avi,0,valid,False,video,none
BMP,.bmp,0,valid,False,image,none
GIF,.gif,1,corrupted,False,image,partial_overwrite_4_null
TIFF,.tiff,0,valid,False,image,none
UNKNOWN,.png,2,mismatch,False,unknown,random_bytes_unknown
AVI,.avi,0,valid,False,video,none
JPEG,.jpeg,1,corrupted,False,image,truncated_header_keep_1
WEBP,.webp,0,valid,False,image,none
TIFF,.tiff,1,corrupted,False,image,truncated_header_keep_1
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
BZIP2,.bz2,0,valid,False,archive,none
PE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
SQLITE,.sqlite,0,valid,False,database,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
FLAC,.flac,1,corrupted,False,audio,partial_overwrite_4_null
JPG,.jpg,1,corrupted,False,image,byte_flip_pos_3
WAV,.wav,0,valid,False,audio,none
PNG,.png,1,corrupted,False,image,truncated_header_keep_2
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
TIFF_BE,.tiff,1,corrupted,False,image,partial_overwrite_4_null
HTML_TAG,.html,1,corrupted,False,web,byte_flip_pos_1
CLASS,.class,0,valid,False,executable,none
PPTX,.pptx,1,corrupted,False,document,byte_flip_pos_1
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
CLASS,.class,0,valid,False,executable,none
MP4,.mp4,1,corrupted,False,video,byte_flip_pos_1
WEBP,.webp,1,corrupted,False,image,byte_flip_pos_2
HTML_TAG,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
GIF,.gif,1,corrupted,False,image,truncated_header_keep_2
WAV,.wav,1,corrupted,False,audio,wrong_offset_4_instead_of_0
MP4,.mp4,1,corrupted,False,video,truncated_header_keep_1
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
TAR,.tar,1,corrupted,False,archive,byte_flip_pos_2
ELF,.elf,1,corrupted,False,executable,partial_overwrite_4_null
CLASS,.class,1,corrupted,False,executable,truncated_header_keep_1
HTML,.html,1,corrupted,False,web,partial_overwrite_4_null
XLSX,.xlsx,1,corrupted,False,document,partial_overwrite_4_null
DOCX,.docx,1,corrupted,False,document,truncated_header_keep_2
PNG,.png,0,valid,False,image,none
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_3
CLASS,.class,0,valid,False,executable,none
BMP,.bmp,0,valid,False,image,none
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_1
JPG,.jpg,0,valid,False,image,none
OGG,.ogg,0,valid,False,audio,none
7Z,.7z,0,valid,False,archive,none
WEBP,.webp,1,corrupted,False,image,wrong_offset_4_instead_of_0
RAR,.rar,0,valid,False,archive,none
EXE,.exe,1,corrupted,False,executable,byte_flip_pos_1
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
PNG,.png,0,valid,False,image,none
XLSX,.xlsx,0,valid,False,document,none
DOCX,.docx,1,corrupted,False,document,truncated_header_keep_2
BMP,.bmp,1,corrupted,False,image,wrong_offset_4_instead_of_0
SQLITE,.sqlite,0,valid,False,database,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
MP3_ID3,.mp3,0,valid,False,audio,none
HTML,.html,1,corrupted,False,web,byte_flip_pos_7
JPEG,.jpeg,0,valid,False,image,none
TIFF,.tiff,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
WAV,.wav,0,valid,False,audio,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
JPG,.jpg,1,corrupted,False,image,partial_overwrite_4_null
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
GZIP,.gz,1,corrupted,False,archive,byte_flip_pos_2
PNG,.png,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_1
RAR,.rar,1,corrupted,False,archive,partial_overwrite_4_null
TIFF_BE,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
CLASS,.class,0,valid,False,executable,none
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_2
XML,.xml,0,valid,False,web,none
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
MP3_ID3,.mp3,1,corrupted,False,audio,truncated_header_keep_1
UNKNOWN,.mp3,2,mismatch,False,unknown,random_bytes_unknown
AVI,.avi,1,corrupted,False,video,truncated_header_keep_1
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PPTX,.pptx,0,valid,False,document,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
ELF,.elf,1,corrupted,False,executable,byte_flip_pos_3
ZIP,.zip,0,valid,False,archive,none
JPG,.jpg,0,valid,False,image,none
FLAC,.flac,0,valid,False,audio,none
XLSX,.xlsx,0,valid,False,document,none
MP3,.mp3,0,valid,False,audio,none
TAR,.tar,1,corrupted,False,archive,truncated_header_keep_1
RAR,.rar,1,corrupted,False,archive,partial_overwrite_4_null
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
TAR,.tar,1,corrupted,False,archive,wrong_offset_4_instead_of_257
7Z,.7z,0,valid,False,archive,none
ELF,.elf,1,corrupted,False,executable,truncated_header_keep_1
BZIP2,.bz2,1,corrupted,False,archive,partial_overwrite_4_null
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
JPG,.jpg,1,corrupted,False,image,wrong_offset_4_instead_of_0
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PNG,.png,0,valid,False,image,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
HTML,.html,0,valid,False,web,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PDF,.pdf,1,corrupted,False,document,truncated_header_keep_1
WAV,.wav,1,corrupted,False,audio,byte_flip_pos_3
TAR,.tar,0,valid,False,archive,none
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
